HS8 (numeric),Description,General framework , General framework Country exclusions,Enhanced framework ,Least developed countries framework ,Transitional Protection Scheme ,,,,,,,,
33021021,PREPARATIONS BASED ON ODORIFEROUS SUBSTANCES CONTAINING ALL FLAVOURING AGENTS CHARACTERIZING A BEVERAGE CONTAINING NO MILKFATS SUCROSE ISOGLUCOSE GLUCOSE OR STARCH OR CONTAINING BY WEIGHT < 15% MILKFAT < 5% SUCROSE OR ISOGLUCOSE < 5% GLUCOSE OR < 5% STARCH OF A KIND USED IN THE DRINK INDUSTRIES (EXCL. OF AN ACTUAL ALCOHOLIC STRENGTH OF > 05% VOL),0.0%,,0.0%,0%,0%,,,,,,,,
33021029,PREPARATIONS BASED ON ODORIFEROUS SUBSTANCES CONTAINING ALL FLAVOURING AGENTS CHARACTERIZING A BEVERAGE CONTAINING BY WEIGHT >= 15% MILKFAT >= 5% SUCROSE OR ISOGLUCOSE >= 5% GLUCOSE OR >= 5% STARCH OF A KIND USED IN THE DRINK INDUSTRIES (EXCL. OF AN ACTUAL ALCOHOLIC STRENGTH OF > 05% VOL),0.0%,,0.0%,0%,0%,,,,,,,,
33021040,MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES INCL. ALCOHOLIC SOLUTIONS WITH A BASIS OF ONE OR MORE OF THESE SUBSTANCES OF A KIND USED AS RAW MATERIALS IN THE DRINK INDUSTRIES AND PREPARATIONS BASED ON ODORIFEROUS SUBSTANCES OF A KIND USED IN THE DRINK INDUSTRIES (EXCL. THOSE CONTAINING ALL FLAVOURING AGENTS CHARACTERIZING A BEVERAGE),0.0%,,0.0%,0%,0%,,,,,,,,
33021090,MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES INCL. ALCOHOLIC SOLUTIONS WITH A BASIS OF ONE OR MORE OF THESE SUBSTANCES OF A KIND USED AS RAW MATERIALS IN THE FOOD INDUSTRIES,0.0%,,0.0%,0%,0%,,,,,,,,
33029010,MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES BASED ON ONE OR MORE OF THESE SUBSTANCES OF A KIND USED AS RAW MATERIALS IN INDUSTRY AS ALCOHOLIC SOLUTIONS (EXCL. THE FOOD AND DRINK INDUSTRIES),0.0%,,0.0%,0%,0%,,,,,,,,
33029090,MIXTURES OF ODORIFEROUS SUBSTANCES AND MIXTURES BASED ON ONE OR MORE OF THESE SUBSTANCES OF A KIND USED AS RAW MATERIALS IN INDUSTRY (EXCL. THE FOOD AND DRINK INDUSTRIES AND ALCOHOLIC SOLUTIONS),0.0%,,0.0%,0%,0%,,,,,,,,
33030010,PERFUMES (EXCL. AFTERSHAVE LOTIONS AND PERSONAL DEODORANTS),0.0%,,0.0%,0%,0%,,,,,,,,
33030090,TOILET WATERS (EXCL. AFTERSHAVE LOTIONS DEODORANTS AND HAIR LOTIONS),0.0%,,0.0%,0%,0%,,,,,,,,
33041000,LIP MAKE-UP PREPARATIONS,0.0%,,0.0%,0%,0%,,,,,,,,
33042000,EYE MAKE-UP PREPARATIONS,0.0%,,0.0%,0%,0%,,,,,,,,
33043000,MANICURE OR PEDICURE PREPARATIONS,0.0%,,0.0%,0%,0%,,,,,,,,
33049100,MAKE-UP OR SKIN CARE POWDERS INCL. BABY POWDERS WHETHER OR NOT COMPRESSED (EXCL. MEDICAMENTS),0.0%,,0.0%,0%,0%,,,,,,,,
33049900,BEAUTY OR MAKE-UP PREPARATIONS AND PREPARATIONS FOR THE CARE OF THE SKIN (OTHER THAN MEDICAMENTS) INCL. SUNSCREEN OR SUNTAN PREPARATIONS (EXCL. MEDICAMENTS LIP AND EYE MAKE-UP PREPARATIONS MANICURE OR PEDICURE PREPARATIONS AND MAKE-UP OR SKIN CARE POWDERS INCL. BABY POWDERS),0.0%,,0.0%,0%,0%,,,,,,,,
33051000,SHAMPOOS,0.0%,,0.0%,0%,0%,,,,,,,,
33052000,PREPARATIONS FOR PERMANENT WAVING OR STRAIGHTENING,0.0%,,0.0%,0%,0%,,,,,,,,
33053000,HAIR LACQUERS,0.0%,,0.0%,0%,0%,,,,,,,,
33059000,PREPARATIONS FOR USE ON THE HAIR (EXCL. SHAMPOOS PREPARATIONS FOR PERMANENT WAVING OR STRAIGHTENING AND HAIR LACQUERS),0.0%,,0.0%,0%,0%,,,,,,,,
33061000,DENTIFRICES INCL. THOSE USED BY DENTAL PRACTITIONERS,0.0%,,0.0%,0%,0%,,,,,,,,
33062000,"YARN USED TO CLEAN BETWEEN THE TEETH ""DENTAL FLOSS"" IN INDIVIDUAL RETAIL PACKAGES",0.0%,,0.0%,0%,0%,,,,,,,,
33069000,"PREPARATIONS FOR ORAL OR DENTAL HYGIENE INCL. DENTURE FIXATIVE PASTES AND POWDERS (EXCL. DENTIFRICES AND YARN USED TO CLEAN BETWEEN THE TEETH ""DENTAL FLOSS"")",0.0%,,0.0%,0%,0%,,,,,,,,
33071000,SHAVING PREPARATIONS INCL. PRE-SHAVE AND AFTERSHAVE PRODUCTS,0.0%,,0.0%,0%,0%,,,,,,,,
33072000,PERSONAL DEODORANTS AND ANTIPERSPIRANTS,0.0%,,0.0%,0%,0%,,,,,,,,
33073000,PERFUMED BATH SALTS AND OTHER BATH AND SHOWER PREPARATIONS,0.0%,,0.0%,0%,0%,,,,,,,,
33074100,"AGARBATTI"" AND OTHER ODORIFEROUS PREPARATIONS WHICH OPERATE BY BURNING",0.0%,,0.0%,0%,0%,,,,,,,,
33074900,PREPARATIONS FOR PERFUMING OR DEODORISING ROOMS INCL. ODORIFEROUS PREPARATIONS USED DURING RELIGIOUS RITES (EXCL. AGARBATTI AND OTHER ODORIFEROUS PREPARATIONS WHICH OPERATE BY BURNING),0.0%,,0.0%,0%,0%,,,,,,,,
33079000,DEPILATORIES AND OTHER PERFUMERY TOILET OR COSMETIC PREPARATIONS N.E.S.,0.0%,,0.0%,0%,0%,,,,,,,,
34011100,SOAP AND ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS IN THE FORM OF BARS CAKES MOULDED PIECES OR SHAPES AND PAPER WADDING FELT AND NONWOVENS IMPREGNATED COATED OR COVERED WITH SOAP OR DETERGENT FOR TOILET USE INCL. MEDICATED PRODUCTS,0.0%,,0.0%,0%,0%,,,,,,,,
34011900,SOAP AND ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS IN THE FORM OF BARS CAKES MOULDED PIECES OR SHAPES AND PAPER WADDING FELT AND NONWOVENS IMPREGNATED COATED OR COVERED WITH SOAP OR DETERGENT (EXCL. THOSE FOR TOILET USE INCL. MEDICATED PRODUCTS),0.0%,,0.0%,0%,0%,,,,,,,,
34012010,SOAP IN THE FORM OF FLAKES GRANULES OR POWDERS,0.0%,,0.0%,0%,0%,,,,,,,,
34012090,"SOAP IN PASTE FORM ""SOFT SOAP"" OR IN AQUEOUS SOLUTION ""LIQUID SOAP""",0.0%,,0.0%,0%,0%,,,,,,,,
34013000,ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS FOR WASHING THE SKIN IN THE FORM OF LIQUID OR CREAM AND PUT UP FOR RETAIL SALE WHETHER OR NOT CONTAINING SOAP,0.0%,,0.0%,0%,0%,,,,,,,,
34021110,"AQUEOUS SOLUTION CONTAINING BY WEIGHT >= 30% BUT <= 50% OF DISODIUM ALKYL{OXYDI""BENZENESULPHONATE""} (EXCL. SOAPS)",0.0%,,0.0%,0%,0%,,,,,,,,
34021190,"ANIONIC ORGANIC SURFACE-ACTIVE AGENTS WHETHER OR NOT PUT UP FOR RETAIL SALE (EXCL. SOAPS AND AQUEOUS SOLUTION CONTAINING BY WEIGHT >= 30% BUT <= 50% OF DISODIUM ALKYL{OXYDI""BENZENESULPHONATE""})",0.0%,,0.0%,0%,0%,,,,,,,,
34021200,CATIONIC ORGANIC SURFACE-ACTIVE AGENTS WHETHER OR NOT PUT UP FOR RETAIL SALE (EXCL. SOAP),0.0%,,0.0%,0%,0%,,,,,,,,
34021300,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS WHETHER OR NOT PUT UP FOR RETAIL SALE (EXCL. SOAP),0.0%,,0.0%,0%,0%,,,,,,,,
34021900,ORGANIC SURFACE-ACTIVE AGENTS WHETHER OR NOT PUT UP FOR RETAIL SALE (EXCL. ANIONIC CATIONIC OR NON-IONIC AGENTS AND SOAP),0.0%,,0.0%,0%,0%,,,,,,,,
34022020,SURFACE-ACTIVE PREPARATIONS PUT UP FOR RETAIL SALE (EXCL. ORGANIC SURFACE-ACTIVE PREPARATIONS IN THE FORM OF BARS CAKES MOULDED PIECES OR SHAPES AND ORGANIC SURFACE-ACTIVE PRODUCTS AND PREPARATIONS FOR WASHING THE SKIN IN THE FORM OF LIQUID OR CREAM),0.0%,,0.0%,0%,0%,,,,,,,,
34022090,WASHING PREPARATIONS INCL. AUXILIARY WASHING PREPARATIONS AND CLEANING PREPARATIONS PUT UP FOR RETAIL SALE (EXCL. ORGANIC SURFACE-ACTIVE AGENTS SOAP AND SURFACE-ACTIVE PREPARATIONS AND PRODUCTS AND PREPARATIONS FOR WASHING THE SKIN IN THE FORM OF LIQUID OR CREAM),0.0%,,0.0%,0%,0%,,,,,,,,
34029010,SURFACE-ACTIVE PREPARATIONS (EXCL. THOSE PUT UP FOR RETAIL SALE ORGANIC SURFACE-ACTIVE PREPARATIONS IN THE FORM OF BARS CAKES MOULDED PIECES OR SHAPES AND PRODUCTS AND PREPARATIONS FOR WASHING THE SKIN IN THE FORM OF LIQUID OR CREAM),0.0%,,0.0%,0%,0%,,,,,,,,
34029090,WASHING PREPARATIONS INCL. AUXILIARY WASHING PREPARATIONS AND CLEANING PREPARATIONS (EXCL. THOSE PUT UP FOR RETAIL SALE ORGANIC SURFACE-ACTIVE AGENTS SOAP AND SURFACE-ACTIVE PREPARATIONS AND PRODUCTS AND PREPARATIONS FOR WASHING THE SKIN IN THE FORM OF LIQUID OR CREAM),0.0%,,0.0%,0%,0%,,,,,,,,
34031100,TEXTILE LUBRICANT PREPARATIONS AND PREPARATIONS OF A KIND USED FOR THE OIL OR GREASE TREATMENT OF LEATHER FURSKINS OR OTHER MATERIAL CONTAINING PETROLEUM OIL OR BITUMINOUS MINERAL OIL (EXCL. PREPARATIONS CONTAINING AS BASIC CONSTITUENTS >= 70% PETROLEUM OIL OR BITUMINOUS MINERAL OIL BY WEIGHT),0.0%,,0.0%,0%,0%,,,,,,,,
34031910,LUBRICANT PREPARATIONS INCL. CUTTING-OIL PREPARATIONS BOLT OR NUT RELEASE PREPARATIONS ANTI-RUST OR ANTI-CORROSION PREPARATIONS AND MOULD-RELEASE PREPARATIONS BASED ON LUBRICANTS AND CONTAINING AS NON-BASIC CONSTITUENTS >= 70% PETROLEUM OIL OR BITUMINOUS MINERAL OIL BY WEIGHT (EXCL. PREPARATIONS FOR THE TREATMENT OF TEXTILES LEATHER FURSKINS AND OTHER MATERIALS),0.0%,,0.0%,0%,0%,,,,,,,,
34031920,LUBRICANTS HAVING A BIO-BASED CARBON CONTENT OF AT LEAST 25% BY MASS AND WHICH ARE BIODEGRADABLE AT A LEVEL OF AT LEAST 60%,0.0%,,0.0%,0%,0%,,,,,,,,
34031980,LUBRICATING PREPARATIONS INCL. CUTTING-OIL PREPARATIONS BOLT OR NUT RELEASE PREPARATIONS ANTI-RUST OR ANTI-CORROSION PREPARATIONS AND MOULD-RELEASE PREPARATIONS BASED ON LUBRICANTS CONTAINING BY WEIGHT < 70% OF PETROLEUM OIL OR OIL OBTAINED FROM BITUMINOUS MINERALS (EXCL. PREPARATIONS FOR THE TREATMENT OF TEXTILE MATERIALS LEATHER FUR SKINS OR OTHER MATERIALS AND LUBRICANTS HAVING A BIO-BASED CARBON CONTENT OF AT LEAST 25% BY MASS AND WHICH ARE BIODEGRADABLE AT A LEVEL OF AT LEAST 60%),0.0%,,0.0%,0%,0%,,,,,,,,
34039100,TEXTILE LUBRICANT PREPARATIONS AND PREPARATIONS OF A KIND USED FOR THE OIL OR GREASE TREATMENT OF LEATHER FURSKINS OR OTHER MATERIAL NOT CONTAINING PETROLEUM OIL OR BITUMINOUS MINERAL OIL,0.0%,,0.0%,0%,0%,,,,,,,,
34039900,LUBRICANT PREPARATIONS INCL. CUTTING-OIL PREPARATIONS BOLT OR NUT RELEASE PREPARATIONS ANTI-RUST OR ANTI-CORROSION PREPARATIONS AND MOULD-RELEASE PREPARATIONS BASED ON LUBRICANTS BUT NOT CONTAINING PETROLEUM OIL OR BITUMINOUS MINERAL OIL (EXCL. PREPARATIONS FOR THE TREATMENT OF TEXTILES LEATHER FURSKINS AND OTHER MATERIALS),0.0%,,0.0%,0%,0%,,,,,,,,
34042000,"POLY""OXYETHYLENE"" {POLYETHYLENE GLYCOL} WAXES",0.0%,,0.0%,0%,0%,,,,,,,,
34049000,"ARTIFICIAL WAXES AND PREPARED WAXES (EXCL. POLY""OXYETHYLENE"" {POLYETHYLENE GLYCOL} WAXES)",0.0%,,0.0%,0%,0%,,,,,,,,
34051000,POLISHES CREAMS AND SIMILAR PREPARATIONS FOR FOOTWEAR OR LEATHER WHETHER OR NOT IN THE FORM OF PAPER WADDING FELT NONWOVENS CELLULAR PLASTICS OR CELLULAR RUBBER IMPREGNATED COATED OR COVERED WITH SUCH PREPARATIONS (EXCL. ARTIFICIAL AND PREPARED WAXES OF HEADING 3404),0.0%,,0.0%,0%,0%,,,,,,,,
34052000,POLISHES CREAMS AND SIMILAR PREPARATIONS FOR THE MAINTENANCE OF WOODEN FURNITURE FLOORS OR OTHER WOODWORK WHETHER OR NOT IN THE FORM OF PAPER WADDING FELT NONWOVENS CELLULAR PLASTICS OR CELLULAR RUBBER IMPREGNATED COATED OR COVERED WITH SUCH PREPARATIONS (EXCL. ARTIFICIAL AND PREPARED WAXES OF HEADING 3404),0.0%,,0.0%,0%,0%,,,,,,,,
34053000,POLISHES AND SIMILAR PREPARATIONS FOR COACHWORK WHETHER OR NOT IN THE FORM OF PAPER WADDING FELT NONWOVENS CELLULAR PLASTICS OR CELLULAR RUBBER IMPREGNATED COATED OR COVERED WITH SUCH PREPARATIONS (EXCL. ARTIFICIAL AND PREPARED WAXES OF HEADING 3404 AND METAL POLISHES),0.0%,,0.0%,0%,0%,,,,,,,,
34054000,SCOURING PASTES AND POWDERS AND OTHER SCOURING PREPARATIONS WHETHER OR NOT IN THE FORM OF PAPER WADDING FELT NONWOVENS CELLULAR PLASTICS OR CELLULAR RUBBER IMPREGNATED COATED OR COVERED WITH SUCH PREPARATIONS,0.0%,,0.0%,0%,0%,,,,,,,,
34059010,METAL POLISHES WHETHER OR NOT IN THE FORM OF PAPER WADDING FELT NONWOVENS CELLULAR PLASTICS OR CELLULAR RUBBER IMPREGNATED COATED OR COVERED WITH SUCH PREPARATIONS,0.0%,,0.0%,0%,0%,,,,,,,,
34059090,GLASS POLISHES WHETHER OR NOT IN THE FORM OF PAPER WADDING FELT NONWOVENS CELLULAR PLASTICS OR CELLULAR RUBBER IMPREGNATED COATED OR COVERED WITH SUCH PREPARATIONS,0.0%,,0.0%,0%,0%,,,,,,,,
34060000,CANDLES TAPERS AND THE LIKE,0.0%,,0.0%,0%,0%,,,,,,,,
34070000,MODELLING PASTES INCL. THOSE PUT UP FOR CHILDREN'S AMUSEMENT,0.0%,,0.0%,0%,0%,,,,,,,,
35011010,CASEIN FOR THE MANUFACTURE OF ARTIFICIAL TEXTILE FIBRES,0.0%,,0.0%,0%,0%,,,,,,,,
35011050,CASEIN FOR INDUSTRIAL USES (EXCL. THE MANUFACTURE OF FOODSTUFFS OR FODDER AND ARTIFICIAL TEXTILE FIBRES),0.0%,,0.0%,0%,0%,,,,,,,,
35011090,CASEIN FOR THE MANUFACTURE OF FOODSTUFFS AND FODDER AND OTHER TYPES OF CASEIN (EXCL. THE MANUFACTURE OF ARTIFICIAL TEXTILE FIBRES AND OTHER INDUSTRIAL USES),0.0%,,0.0%,0%,0%,,,,,,,,
35019010,CASEIN GLUES (EXCL. THOSE PUT UP FOR RETAIL SALE AS GLUE AND WEIGHING NET <= 1 KG),0.0%,,0.0%,0%,0%,,,,,,,,
35019090,CASEINATES AND OTHER CASEIN DERIVATIVES(2012-2500),0.0%,,0.0%,0%,0%,,,,,,,,
35021110,"EGG ALBUMIN DRIED ""E.G. IN SHEETS SCALES FLAKES POWDER"" UNFIT OR TO BE RENDERED UNFIT FOR HUMAN CONSUMPTION",,,,0%,0%,,,,,,,,
35021190,"EGG ALBUMIN DRIED ""E.G. IN SHEETS SCALES FLAKES POWDER"" FIT FOR HUMAN CONSUMPTION",,,,0%,0%,,,,,,,,
35021910,EGG ALBUMIN UNFIT OR TO BE RENDERED UNFIT FOR HUMAN CONSUMPTION (EXCL. DRIED {E.G. IN SHEETS SCALES FLAKES POWDER}),,,,0%,0%,,,,,,,,
35021990,EGG ALBUMIN FIT FOR HUMAN CONSUMPTION (EXCL. DRIED {E.G. IN SHEETS FLAKES CRYSTALS POWDER}),,,,0%,0%,,,,,,,,
35022010,"MILK ALBUMIN ""LACTALBUMIN"" INCL. CONCENTRATES OF TWO OR MORE WHEY PROTEINS CONTAINING BY WEIGHT > 80% WHEY PROTEINS CALCULATED ON THE DRY MATTER UNFIT OR TO BE RENDERED UNFIT FOR HUMAN CONSUMPTION",,,,0%,0%,,,,,,,,
35022091,"MILK ALBUMIN ""LACTALBUMIN"" INCL. CONCENTRATES OF TWO OR MORE WHEY PROTEINS CONTAINING BY WEIGHT > 80% WHEY PROTEINS CALCULATED ON THE DRY MATTER FIT FOR HUMAN CONSUMPTION DRIED ""E.G. IN SHEETS SCALES FLAKES POWDER""",,,,0%,0%,,,,,,,,
35022099,"MILK ALBUMIN ""LACTALBUMIN"" INCL. CONCENTRATES OF TWO OR MORE WHEY PROTEINS CONTAINING BY WEIGHT > 80% WHEY PROTEINS CALCULATED ON THE DRY MATTER FIT FOR HUMAN CONSUMPTION (EXCL. DRIED {E.G. IN SHEETS FLAKES CRYSTALS POWDER})",,,,0%,0%,,,,,,,,
35029020,ALBUMINS UNFIT OR TO BE RENDERED UNFIT FOR HUMAN CONSUMPTION (EXCL. EGG ALBUMIN AND MILK ALBUMIN {INCL. CONCENTRATES OF TWO OR MORE WHEY PROTEINS CONTAINING BY WEIGHT > 80% WHEY PROTEINS CALCULATED ON THE DRY MATTER})(2012-2500),,,,0%,0%,,,,,,,,
35029070,ALBUMINS FIT FOR HUMAN CONSUMPTION (EXCL. EGG ALBUMIN AND MILK ALBUMIN {INCL. CONCENTRATES OF TWO OR MORE WHEY PROTEINS CONTAINING BY WEIGHT > 80% WHEY PROTEINS CALCULATED ON THE DRY MATTER})(2012-2500),,,,0%,0%,,,,,,,,
35029090,ALBUMINATES AND OTHER ALBUMIN DERIVATIVES(2012-2500),0.0%,,0.0%,0%,0%,,,,,,,,
35030010,GELATIN WHETHER OR NOT IN SQUARE OR RECTANGULAR SHEETS WHETHER OR NOT SURFACE-WORKED OR COLOURED AND DERIVATIVES THEREOF (EXCL. IMPURE GELATINS),0.0%,,0.0%,0%,0%,,,,,,,,
35030080,ISINGLASS,0.0%,,0.0%,0%,0%,,,,,,,,
35040010,CONCENTRATED MILK PROTEINS WITH A PROTEIN CONTENT >Â 85% BY WEIGHT CALCULATED ON THE DRY MATTER(2012-2500),0.0%,,0.0%,0%,0%,,,,,,,,
35040090,PEPTONES AND THEIR DERIVATIVES,0.0%,,0.0%,0%,0%,,,,,,,,
35051010,DEXTRINS,,,,0%,0%,,,,,,,,
35051050,STARCHES ETHERIFIED OR ESTERIFIED (EXCL. DEXTRINS),0.0%,,0.0%,0%,0%,,,,,,,,
35051090,MODIFIED STARCHES (EXCL. ETHERIFIED STARCHES ESTERIFIED STARCHES AND DEXTRINS),,,,0%,0%,,,,,,,,
35052010,GLUES CONTAINING < 25% STARCHES DEXTRINS OR OTHER MODIFIED STARCHES BY WEIGHT (EXCL. THOSE PUT UP FOR RETAIL SALE AND WEIGHING NET <= 1 KG),,,,0%,0%,,,,,,,,
35052030,GLUES CONTAINING >= 25% BUT < 55% STARCHES DEXTRINS OR OTHER MODIFIED STARCHES BY WEIGHT (EXCL. THOSE PUT UP FOR RETAIL SALE AND WEIGHING NET <= 1 KG),,,,0%,0%,,,,,,,,
35052050,GLUES CONTAINING >= 55% BUT < 80% STARCHES DEXTRINS OR OTHER MODIFIED STARCHES BY WEIGHT (EXCL. THOSE PUT UP FOR RETAIL SALE AND WEIGHING NET <= 1 KG),,,,0%,0%,,,,,,,,
35052090,GLUES CONTAINING >= 80% STARCHES DEXTRINS OR OTHER MODIFIED STARCHES BY WEIGHT (EXCL. THOSE PUT UP FOR RETAIL SALE AND WEIGHING NET <= 1 KG),,,,0%,0%,,,,,,,,
35061000,PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES PUT UP FOR RETAIL SALE AS GLUES OR ADHESIVES WITH A NET WEIGHT OF <= 1 KG,0.0%,,0.0%,0%,0%,,,,,,,,
35069110,OPTICALLY CLEAR FREE-FILM ADHESIVES AND OPTICALLY CLEAR CURABLE LIQUID ADHESIVES OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF FLAT PANEL DISPLAYS OR TOUCH-SENSITIVE SCREEN PANELS BASED ON POLYMERS OF HEADINGS 3901 TO 3913 OR ON RUBBER,0.0%,,0.0%,0%,0%,,,,,,,,
35069190,ADHESIVES BASED ON POLYMERS OF HEADINGS 3901 TO 3913 OR ON RUBBER (EXCL. PUT UP FOR RETAIL SALE WITH A NET WEIGHT OF <= 1 KG AND THOSE USED MAINLY FOR THE MANUFACTURE OF FLAT PANEL DISPLAYS OR TOUCH-SENSITIVE SCREEN PANELS),0.0%,,0.0%,0%,0%,,,,,,,,
35069900,GLUES PREPARED AND OTHER PREPARED ADHESIVES N.E.S.,0.0%,,0.0%,0%,0%,,,,,,,,
35071000,RENNET AND CONCENTRATES THEREOF,0.0%,,0.0%,0%,0%,,,,,,,,
35079030,LIPOPROTEIN LIPASE AND ASPERGILLUS ALKALINE PROTEASE,,,,0%,0%,,,,,,,,
35079090,ENZYMES AND PREPARED ENZYMES N.E.S. (EXCL. RENNET AND CONCENTRATES THEREOF LIPOPROTEIN LIPASE AND ASPERGILLUS ALKALINE PROTEASE),0.0%,,0.0%,0%,0%,,,,,,,,
36010000,PROPELLENT POWDERS,0.0%,,0.0%,0%,0%,,,,,,,,
36020000,PREPARED EXPLOSIVES (EXCL. PROPELLENT POWDERS),0.0%,,0.0%,0%,0%,,,,,,,,
36030020,Safety fuses ,0.0%,,0.0%,0%,0%,,,,,,,,
36030030,Detonating fuses ,0.0%,,0.0%,0%,0%,,,,,,,,
36030040,Percussion caps (excl. cartridge cases with percussion caps) ,0.0%,,0.0%,0%,0%,,,,,,,,
36030050,Detonating caps ,0.0%,,0.0%,0%,0%,,,,,,,,
36030060,Igniters ,0.0%,,0.0%,0%,0%,,,,,,,,
36030080,Electric detonators (excl. grenade detonators),0.0%,,0.0%,0%,0%,,,,,,,,
36041000,FIREWORKS,0.0%,,0.0%,0%,0%,,,,,,,,
36049000,SIGNALLING FLARES RAIN ROCKETS FOG SIGNALS AND OTHER PYROTECHNIC ARTICLES (EXCL. FIREWORKS AND CARTRIDGE BLANKS),0.0%,,0.0%,0%,0%,,,,,,,,
36050000,MATCHES (EXCL. PYROTECHNIC ARTICLES OF HEADING 3604),0.0%,,0.0%,0%,0%,,,,,,,,
36061000,LIQUID OR LIQUEFIED-GAS FUELS IN CONTAINERS OF A KIND USED FOR FILLING OR REFILLING CIGARETTE OR SIMILAR LIGHTERS WITH A CAPACITY OF <= 300 CMÂ³,0.0%,,0.0%,0%,0%,,,,,,,,
36069010,FERRO-CERIUM AND OTHER PYROPHORIC ALLOYS IN ALL FORMS,0.0%,,0.0%,0%,0%,,,,,,,,
36069090,METALDEHYDE HEXAMETHYLENETETRAMINE AND SIMILAR PRODUCTS IN TABLETS STICKS OR SIMILAR FORMS FOR USE AS FUEL,0.0%,,0.0%,0%,0%,,,,,,,,
37011000,PHOTOGRAPHIC PLATES AND FILM IN THE FLAT SENSITISED UNEXPOSED FOR X-RAY (EXCL. OF PAPER PAPERBOARD AND TEXTILES),0.0%,,0.0%,0%,0%,,,,,,,,
37012000,INSTANT PRINT FILM IN THE FLAT SENSITISED UNEXPOSED WHETHER OR NOT IN PACKS,0.0%,,0.0%,0%,0%,,,,,,,,
37013000,PHOTOGRAPHIC PLATES AND FILM IN THE FLAT SENSITISED UNEXPOSED WITH ANY SIDE > 255 MM,0.0%,,0.0%,0%,0%,,,,,,,,
37019100,"PHOTOGRAPHIC PLATES AND FILM IN THE FLAT SENSITISED UNEXPOSED OF ANY MATERIAL OTHER THAN PAPER PAPERBOARD OR TEXTILES FOR COLOUR PHOTOGRAPHY ""POLYCHROME"" (EXCL. INSTANT PRINT FILM)",0.0%,,0.0%,0%,0%,,,,,,,,
37019900,PHOTOGRAPHIC PLATES AND FILM IN THE FLAT FOR MONOCHROME PHOTOGRAPHY SENSITISED UNEXPOSED OF ANY MATERIAL OTHER THAN PAPER PAPERBOARD OR TEXTILES (EXCL. X-RAY FILM AND PHOTOGRAPHIC PLATES FILM IN THE FLAT WITH ANY SIDE > 255 MM AND INSTANT PRINT FILM),0.0%,,0.0%,0%,0%,,,,,,,,
37021000,PHOTOGRAPHIC FILM IN ROLLS UNEXPOSED FOR X-RAY (EXCL. OF PAPER PAPERBOARD OR TEXTILES),0.0%,,0.0%,0%,0%,,,,,,,,
37023191,COLOUR NEGATIVE FILM OF A WIDTH OF >= 75 MM BUT <= 105 MM AND OF A LENGTH OF >= 100 M FOR THE MANUFACTURE OF INSTANT-PICTURE FILM-PACKS IN ROLLS SENSITISED UNEXPOSED WITHOUT PERFORATIONS (EXCL. THAT OF PAPER PAPERBOARD OR TEXTILES),0.0%,,0.0%,0%,0%,,,,,,,,
37023197,"PHOTOGRAPHIC FILM ""INCL. INSTANT PRINT FILM"" IN ROLLS SENSITISED UNEXPOSED WITHOUT PERFORATIONS WIDTH <= 105 MM FOR COLOUR PHOTOGRAPHY ""POLYCHROME"" (EXCL. THAT OF PAPER PAPERBOARD OR TEXTILES AND NEGATIVE FILM OF A WIDTH OF >= 75 MM BUT <= 105 MM AND OF A LENGTH OF >= 100 M FOR THE MANUFACTURE OF INSTANT-PICTURE FILM-PACKS)",0.0%,,0.0%,0%,0%,,,,,,,,
37023210,"MICROFILM AND PHOTOGRAPHIC FILM ""INCL. INSTANT PRINT FILM"" FOR THE GRAPHIC ARTS SENSITISED IN ROLLS UNEXPOSED WITHOUT PERFORATIONS WIDTH <= 35 MM WITH SILVER HALIDE EMULSION FOR MONOCHROME PHOTOGRAPHY (EXCL. THAT OF PAPER PAPERBOARD OR TEXTILES)",0.0%,,0.0%,0%,0%,,,,,,,,
37023220,"PHOTOGRAPHIC FILM ""INCL. INSTANT PRINT FILM"" SENSITISED IN ROLLS UNEXPOSED WITHOUT PERFORATIONS WIDTH <= 35 MM WITH SILVER HALIDE EMULSION FOR MONOCHROME PHOTOGRAPHY (EXCL. THAT OF PAPER PAPERBOARD OR TEXTILES X-RAY FILM MICROFILM AND FILM FOR THE GRAPHIC ARTS)",0.0%,,0.0%,0%,0%,,,,,,,,
37023285,"PHOTOGRAPHIC FILM ""INCL. INSTANT PRINT FILM"" SENSITISED IN ROLLS UNEXPOSED WITHOUT PERFORATIONS OF A WIDTH OF > 35 MM TO 105 MM AND WITH SILVER HALIDE EMULSION OTHER THAN FOR MONOCHROME PHOTOGRAPHY (EXCL. FILM MADE OF PAPER PAPERBOARD OR TEXTILES AND FILMS FOR X-RAY)",0.0%,,0.0%,0%,0%,,,,,,,,
